type;word;trash;polarity
strong;distressed;"adj stemmed1=n";negative
strong;distressing;"adj stemmed1=n";negative
strong;distressingly;"anypos stemmed1=n";negative
strong;distrust;"verb stemmed1=y";negative
strong;distrustful;"adj stemmed1=n";negative
strong;distrusting;"anypos stemmed1=n";negative
strong;disturb;"verb stemmed1=y";negative
strong;disturbed;"adj stemmed1=n";negative
strong;disturbed-let;"adj stemmed1=n";negative
strong;disturbed-let;"noun stemmed1=n";negative
strong;disturbing;"anypos stemmed1=n";negative
strong;disturbingly;"anypos stemmed1=n";negative
strong;disunity;"noun stemmed1=n";negative
strong;disvalue;"noun stemmed1=n";negative
weak;divergent;"adj stemmed1=n";negative
weak;diversified;"adj stemmed1=n";positive
weak;divide;"verb stemmed1=y";negative
weak;divided;"adj stemmed1=n";negative
strong;divine;"adj stemmed1=n";positive
strong;divine;"anypos stemmed1=y";positive
strong;divinely;"anypos stemmed1=n";positive
weak;division;"noun stemmed1=n";negative
strong;divisive;"adj stemmed1=n";negative
strong;divisively;"adverb stemmed1=n";negative
strong;divisiveness;"noun stemmed1=n";negative
weak;divorce;"noun stemmed1=n";negative
weak;divorce;"verb stemmed1=y";negative
weak;divorced;"adj stemmed1=n";negative
strong;dizzy;"adj stemmed1=n";negative
strong;dizzing;"adj stemmed1=n";negative
strong;dizzingly;"adverb stemmed1=n";negative
strong;doddering;"adj stemmed1=n";negative
strong;dodge;"adj stemmed1=n";positive
strong;dodge;"noun stemmed1=n";positive
strong;dodgey;"adj stemmed1=n";negative
strong;dogged;"adj stemmed1=n";negative
strong;doggedly;"adverb stemmed1=n";negative
strong;dogmatic;"adj stemmed1=n";negative
strong;doldrums;"noun stemmed1=n";negative
weak;dominance;"adj stemmed1=n";negative
weak;dominance;"noun stemmed1=n";negative
weak;dominant;"adj stemmed1=n";neutral
weak;dominant;"noun stemmed1=n";neutral
weak;dominate;"verb stemmed1=y";negative
strong;domination;"adj stemmed1=n";negative
strong;domination;"noun stemmed1=n";negative
strong;domineer;"verb stemmed1=y";negative
strong;domineering;"adj stemmed1=n";negative
strong;domineering;"noun stemmed1=n";negative
strong;doom;"verb stemmed1=y";negative
strong;doomsday;"adj stemmed1=n";negative
strong;doomsday;"noun stemmed1=n";negative
weak;dope;"noun stemmed1=n";negative
strong;dote;"verb stemmed1=y";positive
strong;dotingly;"adverb stemmed1=n";positive
strong;doubt;"noun stemmed1=n";negative
strong;doubt;"verb stemmed1=y";negative
strong;doubtful;"adj stemmed1=n";negative
strong;doubtfully;"adverb stemmed1=n";negative
strong;doubtless;"adverb stemmed1=n";positive
strong;doubts;"adj stemmed1=n";negative
strong;doubts;"noun stemmed1=n";negative
weak;down;"noun stemmed1=n";negative
strong;downbeat;"adj stemmed1=n";negative
strong;downcast;"adj stemmed1=n";negative
strong;downer;"noun stemmed1=n";negative
strong;downfall;"noun stemmed1=n";negative
strong;downfallen;"noun stemmed1=n";negative
weak;downgrade;"verb stemmed1=y";negative
strong;downhearted;"adj stemmed1=n";negative
strong;downheartedly;"adverb stemmed1=n";negative
strong;downright;"anypos stemmed1=n";neutral
strong;downside;"noun stemmed1=n";negative
strong;drab;"adj stemmed1=n";negative
strong;draconian;"adj stemmed1=n";negative
strong;draconic;"adj stemmed1=n";negative
strong;dragon;"noun stemmed1=n";negative
strong;dragons;"adj stemmed1=n";negative
strong;dragons;"noun stemmed1=n";negative
strong;dragoon;"verb stemmed1=y";negative
strong;drain;"adj stemmed1=n";negative
strong;drain;"noun stemmed1=n";negative
strong;drama;"adj stemmed1=n";negative
strong;drama;"noun stemmed1=n";negative
strong;dramatic;"adj stemmed1=n";neutral
strong;dramatically;"anypos stemmed1=n";neutral
strong;drastic;"adj stemmed1=n";negative
strong;drastically;"adj stemmed1=n";negative
strong;dread;"anypos stemmed1=n";negative
strong;dread;"verb stemmed1=y";negative
strong;dreadful;"anypos stemmed1=n";negative
strong;dreadfully;"anypos stemmed1=n";negative
strong;dreadfulness;"noun stemmed1=n";negative
weak;dream;"adj stemmed1=n";positive
weak;dream;"noun stemmed1=n";positive
strong;dream;"verb stemmed1=y";positive
strong;dreamland;"noun stemmed1=n";positive
weak;dreams;"adj stemmed1=n";positive
weak;dreams;"noun stemmed1=n";positive
weak;dreamy;"adj stemmed1=n";positive
strong;dreary;"adj stemmed1=n";negative
weak;drive;"noun stemmed1=n";positive
weak;driven;"adj stemmed1=n";positive
strong;drones;"adj stemmed1=n";negative
strong;drones;"noun stemmed1=n";negative
weak;droop;"verb stemmed1=y";negative
weak;drought;"adj stemmed1=n";negative
weak;drought;"noun stemmed1=n";negative
weak;drowning;"anypos stemmed1=n";negative
strong;drunk;"adj stemmed1=n";negative
strong;drunkard;"noun stemmed1=n";negative
strong;drunken;"adj stemmed1=n";negative
strong;dubious;"adj stemmed1=n";negative
strong;dubiously;"adverb stemmed1=n";negative
strong;dubitable;"adj stemmed1=n";negative
weak;dud;"anypos stemmed1=n";negative
weak;dull;"adj stemmed1=n";negative
strong;dullard;"noun stemmed1=n";negative
strong;dumb;"adj stemmed1=n";negative
strong;dumb;"noun stemmed1=n";negative
strong;dumbfound;"verb stemmed1=y";negative
strong;dumbfounded;"adj stemmed1=n";negative
strong;dummy;"noun stemmed1=n";negative
weak;dump;"noun stemmed1=n";negative
strong;dunce;"noun stemmed1=n";negative
strong;dungeon;"noun stemmed1=n";negative
strong;dungeons;"adj stemmed1=n";negative
strong;dungeons;"noun stemmed1=n";negative
strong;dupe;"verb stemmed1=y";negative
weak;durable;"adj stemmed1=n";positive
weak;durability;"noun stemmed1=n";positive
weak;dusty;"adj stemmed1=n";negative
weak;duty;"noun stemmed1=n";neutral
weak;dwindle;"verb stemmed1=y";negative
weak;dwindling;"adj stemmed1=n";negative
weak;dynamic;"adj stemmed1=n";positive
weak;dying;"anypos stemmed1=n";negative
strong;eager;"adj stemmed1=n";positive
strong;eagerly;"anypos stemmed1=n";positive
strong;eagerness;"noun stemmed1=n";positive
strong;earnest;"adj stemmed1=n";positive
strong;earnestly;"anypos stemmed1=n";positive
strong;earnestness;"anypos stemmed1=n";positive
strong;earsplitting;"adj stemmed1=n";negative
weak;ease;"noun stemmed1=n";positive
weak;ease;"verb stemmed1=y";positive
weak;easier;"anypos stemmed1=y";positive
weak;easiest;"anypos stemmed1=y";positive
weak;easily;"anypos stemmed1=y";positive
weak;easiness;"anypos stemmed1=y";positive
weak;easy;"adj stemmed1=n";positive
strong;easygoing;"adj stemmed1=n";positive
strong;ebullience;"noun stemmed1=n";positive
strong;ebullient;"adj stemmed1=n";positive
strong;ebulliently;"anypos stemmed1=n";positive
weak;eccentric;"adj stemmed1=n";negative
weak;eccentricity;"noun stemmed1=n";negative
strong;eclectic;"adj stemmed1=n";positive
weak;economical;"adj stemmed1=n";positive
strong;ecstasies;"noun stemmed1=n";positive
strong;ecstasy;"noun stemmed1=n";positive
strong;ecstatic;"adj stemmed1=n";positive
strong;ecstatically;"anypos stemmed1=n";positive
strong;edgy;"adj stemmed1=n";negative
strong;edify;"verb stemmed1=y";positive
weak;educable;"adj stemmed1=n";positive
weak;educated;"adj stemmed1=n";positive
weak;educational;"adj stemmed1=n";positive
weak;effective;"adj stemmed1=n";positive
weak;effectively;"adverb stemmed1=n";neutral
weak;effectiveness;"noun stemmed1=n";positive
weak;effectual;"adj stemmed1=n";positive
weak;efficacious;"adj stemmed1=n";positive
weak;efficiency;"noun stemmed1=n";positive
weak;efficient;"adj stemmed1=n";positive
strong;effigy;"noun stemmed1=n";negative
strong;effortless;"adj stemmed1=n";positive
strong;effortlessly;"adverb stemmed1=n";positive
strong;effrontery;"anypos stemmed1=n";negative
strong;effusion;"noun stemmed1=n";positive
strong;effusive;"adj stemmed1=n";positive
strong;effusively;"anypos stemmed1=n";positive
strong;effusiveness;"noun stemmed1=n";positive
weak;egalitarian;"adj stemmed1=n";positive
strong;ego;"adj stemmed1=n";negative
strong;ego;"noun stemmed1=n";negative
strong;egocentric;"adj stemmed1=n";negative
strong;egomania;"noun stemmed1=n";negative
strong;egotism;"noun stemmed1=n";negative
strong;egotistical;"adj stemmed1=n";negative
strong;egotistically;"adverb stemmed1=n";negative
strong;egregious;"adj stemmed1=n";negative
strong;egregiously;"anypos stemmed1=n";negative
strong;ejaculate;"verb stemmed1=y";negative
strong;elaborate;"adj stemmed1=n";neutral
strong;elan;"noun stemmed1=n";positive
weak;elate;"verb stemmed1=y";positive
strong;elated;"adj stemmed1=n";positive
strong;elatedly;"adverb stemmed1=n";positive
strong;elation;"noun stemmed1=n";positive
strong;election-rigger;"adj stemmed1=n";negative
strong;election-rigger;"noun stemmed1=n";negative
strong;electrification;"adj stemmed1=n";positive
strong;electrification;"noun stemmed1=n";positive
weak;electrify;"verb stemmed1=y";positive
strong;elegance;"noun stemmed1=n";positive
strong;elegant;"adj stemmed1=n";positive
strong;elegantly;"adverb stemmed1=n";positive
weak;elevate;"verb stemmed1=y";positive
weak;elevated;"adj stemmed1=n";positive
weak;eligible;"adj stemmed1=n";positive
weak;eliminate;"verb stemmed1=y";negative
weak;elimination;"noun stemmed1=n";negative
weak;elite;"anypos stemmed1=n";positive
strong;eloquence;"noun stemmed1=n";positive
strong;eloquent;"adj stemmed1=n";positive
strong;eloquently;"anypos stemmed1=n";positive
weak;else;"anypos stemmed1=y";neutral
strong;emaciated;"anypos stemmed1=n";negative
weak;emancipate;"verb stemmed1=y";positive
strong;emasculate;"verb stemmed1=y";negative
strong;embarrass;"verb stemmed1=y";negative
strong;embarrassing;"anypos stemmed1=n";negative
strong;embarrassingly;"anypos stemmed1=n";negative
strong;embarrassment;"noun stemmed1=n";negative
weak;embattled;"adj stemmed1=n";negative
strong;embellish;"verb stemmed1=y";positive
strong;embodiment;"noun stemmed1=n";neutral
weak;embolden;"verb stemmed1=y";positive
strong;embrace;"verb stemmed1=y";positive
strong;embroil;"verb stemmed1=y";negative
strong;embroiled;"adj stemmed1=n";negative
strong;embroilment;"noun stemmed1=n";negative
strong;eminence;"noun stemmed1=n";positive
strong;eminent;"adj stemmed1=n";positive
strong;emotion;"adj stemmed1=n";neutral
strong;emotion;"noun stemmed1=n";neutral
strong;emotional;"adj stemmed1=n";negative
weak;emotions;"adj stemmed1=n";neutral
weak;emotions;"noun stemmed1=n";neutral
strong;empathize;"verb stemmed1=y";negative
strong;empathy;"noun stemmed1=n";negative
weak;emphasise;"adj stemmed1=n";neutral
weak;emphasise;"noun stemmed1=n";neutral
strong;emphatic;"anypos stemmed1=n";negative
strong;emphatically;"anypos stemmed1=n";negative
weak;empower;"verb stemmed1=y";positive
weak;empowerment;"noun stemmed1=n";positive
strong;emptiness;"adj stemmed1=n";negative
strong;emptiness;"noun stemmed1=n";negative
weak;empty;"adj stemmed1=n";negative
weak;enable;"verb stemmed1=y";positive
strong;enchant;"verb stemmed1=y";positive
strong;enchanted;"anypos stemmed1=n";positive
strong;enchanting;"anypos stemmed1=n";positive
strong;enchantingly;"anypos stemmed1=n";positive
weak;encourage;"verb stemmed1=y";positive
strong;encouragement;"adj stemmed1=n";positive
strong;encouragement;"noun stemmed1=n";positive
strong;encouraging;"adj stemmed1=n";positive
strong;encouraging;"noun stemmed1=n";positive
strong;encouragingly;"anypos stemmed1=n";positive
weak;encroach;"verb stemmed1=y";negative
weak;encroachment;"noun stemmed1=n";negative
strong;endanger;"verb stemmed1=y";negative
strong;endear;"verb stemmed1=y";positive
strong;endearing;"adj stemmed1=n";positive
weak;endless;"adj stemmed1=n";negative
strong;endorse;"verb stemmed1=y";positive
strong;endorsement;"adj stemmed1=n";positive
strong;endorsement;"noun stemmed1=n";positive
strong;endorser;"noun stemmed1=n";positive
strong;endurable;"adj stemmed1=n";positive
strong;endure;"verb stemmed1=y";positive
strong;enduring;"adj stemmed1=n";positive
weak;enemies;"adj stemmed1=n";negative
weak;enemies;"noun stemmed1=n";negative
weak;enemy;"noun stemmed1=n";negative
weak;energetic;"adj stemmed1=n";positive
weak;energetic;"noun stemmed1=n";positive
weak;energize;"verb stemmed1=y";positive
strong;enervate;"verb stemmed1=y";negative
strong;enfeeble;"verb stemmed1=y";negative
strong;enflame;"verb stemmed1=y";negative
weak;engage;"verb stemmed1=y";neutral
strong;engaging;"adj stemmed1=n";positive
weak;engross;"verb stemmed1=y";neutral
strong;engrossing;"anypos stemmed1=n";positive
weak;engulf;"verb stemmed1=y";negative
weak;enhance;"verb stemmed1=y";positive
weak;enhanced;"adj stemmed1=n";positive
weak;enhancement;"noun stemmed1=n";positive
strong;enjoin;"verb stemmed1=y";negative
weak;enjoy;"verb stemmed1=y";positive
strong;enjoyable;"adj stemmed1=n";positive
strong;enjoyably;"adverb stemmed1=n";positive
strong;enjoyment;"noun stemmed1=n";positive
weak;enlighten;"verb stemmed1=y";positive
weak;enlightenment;"noun stemmed1=n";positive
weak;enliven;"verb stemmed1=y";positive
strong;enmity;"noun stemmed1=n";negative
strong;ennoble;"verb stemmed1=y";positive
strong;enormities;"noun stemmed1=n";negative
strong;enormity;"noun stemmed1=n";negative
strong;enormous;"anypos stemmed1=n";negative
strong;enormously;"anypos stemmed1=n";negative
weak;enough;"anypos stemmed1=y";neutral
strong;enrage;"verb stemmed1=y";negative
strong;enraged;"adj stemmed1=n";negative
strong;enrapt;"adj stemmed1=n";positive
weak;enrapture;"verb stemmed1=y";positive
strong;enraptured;"anypos stemmed1=y";positive
weak;enrich;"verb stemmed1=y";positive
weak;enrichment;"noun stemmed1=n";positive
strong;enslave;"verb stemmed1=y";negative
weak;ensure;"verb stemmed1=y";positive
weak;entangle;"verb stemmed1=y";negative
weak;entanglement;"noun stemmed1=n";negative
weak;enterprising;"adj stemmed1=n";positive
weak;entertain;"verb stemmed1=y";positive
strong;entertaining;"adj stemmed1=n";positive
strong;enthral;"verb stemmed1=y";positive
strong;enthrall;"verb stemmed1=y";positive
strong;enthralled;"anypos stemmed1=y";positive
strong;enthuse;"verb stemmed1=y";positive
strong;enthusiasm;"noun stemmed1=n";positive
strong;enthusiast;"noun stemmed1=n";positive
strong;enthusiastic;"adj stemmed1=n";positive
strong;enthusiastically;"adverb stemmed1=n";positive
strong;entice;"verb stemmed1=y";positive
strong;enticing;"anypos stemmed1=n";positive
strong;enticingly;"anypos stemmed1=n";positive
weak;entire;"anypos stemmed1=n";neutral
strong;entirely;"anypos stemmed1=n";neutral
weak;entrance;"verb stemmed1=y";positive
strong;entranced;"anypos stemmed1=y";positive
strong;entrancing;"adj stemmed1=n";positive
strong;entrap;"verb stemmed1=y";negative
strong;entrapment;"noun stemmed1=n";negative
strong;entreat;"verb stemmed1=y";positive
strong;entreatingly;"anypos stemmed1=n";positive
strong;entrenchment;"adj stemmed1=n";neutral
strong;entrenchment;"noun stemmed1=n";neutral
weak;entrust;"verb stemmed1=y";positive
strong;enviable;"adj stemmed1=n";positive
strong;enviably;"anypos stemmed1=n";positive
strong;envious;"adj stemmed1=n";negative
strong;enviously;"anypos stemmed1=n";negative
strong;enviousness;"noun stemmed1=n";negative
weak;envision;"verb stemmed1=y";positive
weak;envisions;"adj stemmed1=n";positive
weak;envisions;"noun stemmed1=n";positive
strong;envy;"noun stemmed1=n";negative
strong;envy;"verb stemmed1=y";negative
strong;epic;"adj stemmed1=n";positive
weak;epidemic;"adj stemmed1=n";negative
strong;epitome;"noun stemmed1=n";positive
weak;equality;"adj stemmed1=n";positive
weak;equality;"noun stemmed1=n";positive
weak;equitable;"adj stemmed1=n";positive
strong;equivocal;"adj stemmed1=n";negative
weak;eradicate;"verb stemmed1=y";negative
weak;erase;"verb stemmed1=y";negative
weak;erode;"verb stemmed1=y";negative
weak;erosion;"noun stemmed1=n";negative
strong;err;"verb stemmed1=y";negative
weak;errant;"adj stemmed1=n";negative
strong;erratic;"adj stemmed1=n";negative
strong;erratically;"adverb stemmed1=n";negative
strong;erroneous;"adj stemmed1=n";negative
strong;erroneous;"anypos stemmed1=y";negative
strong;erroneously;"anypos stemmed1=n";negative
weak;error;"adj stemmed1=n";negative
weak;error;"noun stemmed1=n";negative
strong;erudite;"adj stemmed1=n";positive
weak;escapade;"noun stemmed1=n";negative
strong;eschew;"verb stemmed1=y";negative
weak;esoteric;"adj stemmed1=n";negative
weak;essential;"adj stemmed1=n";positive
strong;especially;"anypos stemmed1=n";positive
strong;esteem;"noun stemmed1=n";positive
strong;esteem;"verb stemmed1=y";positive
strong;estranged;"adj stemmed1=n";negative
weak;established;"adj stemmed1=n";positive
weak;eternal;"adj stemmed1=n";negative
strong;eternity;"adj stemmed1=n";positive
strong;eternity;"noun stemmed1=n";positive
strong;ethical;"adj stemmed1=n";positive
strong;eulogize;"verb stemmed1=y";positive
strong;euphoria;"noun stemmed1=n";positive
strong;euphoric;"adj stemmed1=n";positive
strong;euphorically;"anypos stemmed1=n";positive
strong;evaluate;"verb stemmed1=y";neutral
weak;evaluation;"adj stemmed1=n";neutral
weak;evaluation;"noun stemmed1=n";neutral
weak;evade;"verb stemmed1=y";negative
weak;evasion;"noun stemmed1=n";negative
weak;evasive;"adj stemmed1=n";negative
weak;even;"adverb stemmed1=n";positive
weak;evenly;"adverb stemmed1=n";positive
weak;eventful;"adj stemmed1=n";positive
strong;everlasting;"adj stemmed1=n";positive
weak;evident;"anypos stemmed1=y";positive
strong;evidently;"anypos stemmed1=y";positive
strong;evil;"adj stemmed1=n";negative
strong;evil;"noun stemmed1=n";negative
strong;evildoer;"noun stemmed1=n";negative
strong;evils;"adj stemmed1=n";negative
strong;evils;"noun stemmed1=n";negative
strong;eviscerate;"verb stemmed1=y";negative
strong;evocative;"adj stemmed1=n";positive
strong;exacerbate;"verb stemmed1=y";negative
strong;exact;"adj stemmed1=n";neutral
weak;exacting;"adj stemmed1=n";negative
strong;exactly;"anypos stemmed1=n";neutral
strong;exaggerate;"verb stemmed1=y";negative
strong;exaggeration;"adj stemmed1=n";negative
strong;exaggeration;"noun stemmed1=n";negative
strong;exalt;"adj stemmed1=n";positive
strong;exalt;"verb stemmed1=y";positive
strong;exaltation;"noun stemmed1=n";positive
strong;exalted;"adj stemmed1=n";positive
strong;exaltedly;"adverb stemmed1=n";positive
strong;exalting;"adj stemmed1=n";positive
strong;exaltingly;"anypos stemmed1=n";positive
strong;exasperate;"verb stemmed1=y";negative
strong;exasperation;"noun stemmed1=n";negative
strong;exasperating;"adj stemmed1=n";negative
strong;exasperatingly;"anypos stemmed1=y";negative
strong;exceed;"verb stemmed1=y";positive
strong;exceeding;"adj stemmed1=n";positive
strong;exceedingly;"anypos stemmed1=n";positive
strong;excel;"verb stemmed1=y";positive
strong;excellence;"noun stemmed1=n";positive
strong;excellency;"noun stemmed1=n";positive
strong;excellent;"anypos stemmed1=n";positive
strong;excellently;"anypos stemmed1=n";positive
strong;exceptional;"anypos stemmed1=n";positive
strong;exceptionally;"anypos stemmed1=n";positive
strong;excessive;"adj stemmed1=n";negative
strong;excessively;"adj stemmed1=n";negative
weak;excite;"verb stemmed1=y";positive
strong;excited;"adj stemmed1=n";positive
strong;excitedly;"anypos stemmed1=n";positive
strong;excitedness;"noun stemmed1=n";positive
strong;excitement;"noun stemmed1=n";positive
strong;exciting;"adj stemmed1=n";positive
strong;excitingly;"adverb stemmed1=n";positive
strong;exclaim;"verb stemmed1=y";negative
weak;exclude;"verb stemmed1=y";negative
weak;exclusion;"noun stemmed1=n";negative
weak;exclusive;"adj stemmed1=n";positive
weak;exclusively;"adj stemmed1=n";neutral
strong;excoriate;"verb stemmed1=y";negative
strong;excruciating;"anypos stemmed1=n";negative
strong;excruciatingly;"anypos stemmed1=n";negative
strong;excusable;"adj stemmed1=n";positive
strong;excusable;"noun stemmed1=n";positive
weak;excuse;"adj stemmed1=n";negative
weak;excuse;"noun stemmed1=n";negative
weak;excuse;"verb stemmed1=y";positive
weak;excuses;"adj stemmed1=n";negative
weak;excuses;"noun stemmed1=n";negative
strong;execrate;"verb stemmed1=y";negative
strong;exemplar;"noun stemmed1=n";positive
strong;exemplary;"adj stemmed1=n";positive
weak;exhaust;"verb stemmed1=y";negative
weak;exhaustion;"noun stemmed1=n";negative
weak;exhaustive;"adj stemmed1=n";positive
weak;exhaustively;"adverb stemmed1=n";positive
strong;exhilarate;"verb stemmed1=y";positive
strong;exhilarating;"anypos stemmed1=n";positive
strong;exhilaratingly;"anypos stemmed1=n";positive
strong;exhilaration;"noun stemmed1=n";positive
strong;exhort;"verb stemmed1=y";negative
weak;exile;"verb stemmed1=y";negative
strong;exonerate;"verb stemmed1=y";positive
strong;exorbitant;"adj stemmed1=n";negative
strong;exorbitantance;"noun stemmed1=n";negative
strong;exorbitantly;"anypos stemmed1=n";negative
strong;expansive;"adj stemmed1=n";positive
weak;expectation;"adj stemmed1=n";neutral
weak;expectation;"noun stemmed1=n";neutral
weak;expedient;"adj stemmed1=n";negative
weak;expediencies;"adj stemmed1=n";negative
weak;expediencies;"noun stemmed1=n";negative
weak;expel;"verb stemmed1=y";negative
weak;expensive;"adj stemmed1=n";negative
weak;expensive;"noun stemmed1=n";negative
weak;experienced;"adj stemmed1=n";positive
weak;expert;"adj stemmed1=n";positive
strong;expertly;"adverb stemmed1=n";positive
strong;expire;"verb stemmed1=y";negative
strong;explicit;"adj stemmed1=n";positive
strong;explicitly;"adverb stemmed1=n";positive
weak;explode;"verb stemmed1=y";negative
strong;exploit;"verb stemmed1=y";negative
strong;exploitation;"adj stemmed1=n";negative
strong;exploitation;"noun stemmed1=n";negative
weak;expose;"verb stemmed1=y";negative
weak;exposed;"adj stemmed1=n";negative
weak;explosive;"adj stemmed1=n";negative
weak;expound;"verb stemmed1=y";neutral
weak;expression;"adj stemmed1=n";neutral
weak;expression;"noun stemmed1=n";neutral
weak;expressions;"adj stemmed1=n";neutral
weak;expressions;"noun stemmed1=n";neutral
weak;expressive;"adj stemmed1=n";positive
weak;expropriate;"adj stemmed1=n";negative
weak;expropriate;"noun stemmed1=n";negative
weak;expropriation;"adj stemmed1=n";negative
weak;expropriation;"noun stemmed1=n";negative
weak;expulse;"verb stemmed1=y";negative
strong;expunge;"verb stemmed1=y";negative
strong;exquisite;"adj stemmed1=n";positive
strong;exquisitely;"adverb stemmed1=n";positive
strong;extemporize;"verb stemmed1=y";neutral
weak;extensive;"adj stemmed1=n";neutral
strong;extensively;"anypos stemmed1=y";neutral
strong;exterminate;"verb stemmed1=y";negative
strong;extermination;"noun stemmed1=n";negative
weak;extinguish;"verb stemmed1=y";negative
strong;extol;"verb stemmed1=y";positive
strong;extoll;"verb stemmed1=y";positive
weak;extort;"verb stemmed1=y";negative
strong;extortion;"noun stemmed1=n";negative
weak;extraneous;"adj stemmed1=n";negative
strong;extraordinarily;"anypos stemmed1=n";positive
strong;extraordinary;"anypos stemmed1=n";positive
strong;extravagance;"noun stemmed1=n";negative
strong;extravagant;"adj stemmed1=n";negative
strong;extravagantly;"anypos stemmed1=n";negative
weak;extreme;"adj stemmed1=n";negative
strong;extreme;"anypos stemmed1=n";negative
strong;extremely;"anypos stemmed1=n";negative
weak;extremism;"adj stemmed1=n";negative
weak;extremism;"noun stemmed1=n";negative
weak;extremist;"adj stemmed1=n";negative
weak;extremists;"adj stemmed1=n";negative
weak;extremists;"noun stemmed1=n";negative
strong;exuberance;"noun stemmed1=n";positive
strong;exuberant;"adj stemmed1=n";positive
strong;exuberantly;"anypos stemmed1=n";positive
strong;exult;"verb stemmed1=y";positive
strong;exultation;"noun stemmed1=n";positive
strong;exultingly;"anypos stemmed1=n";positive
weak;eyebrows;"adj stemmed1=n";neutral
weak;eyebrows;"noun stemmed1=n";neutral
weak;fabricate;"verb stemmed1=y";negative
strong;fabrication;"noun stemmed1=n";negative
strong;fabulous;"adj stemmed1=n";positive
strong;fabulously;"anypos stemmed1=n";positive
strong;facetious;"adj stemmed1=n";negative
strong;facetiously;"adverb stemmed1=n";negative
weak;facilitate;"verb stemmed1=y";positive
strong;fact;"anypos stemmed1=n";neutral
strong;facts;"anypos stemmed1=n";neutral
weak;factual;"anypos stemmed1=n";neutral
weak;fading;"anypos stemmed1=n";negative
weak;fail;"verb stemmed1=y";negative
strong;failing;"noun stemmed1=n";negative
weak;failure;"adj stemmed1=n";negative
weak;failure;"noun stemmed1=n";negative
weak;failures;"adj stemmed1=n";negative
weak;failures;"noun stemmed1=n";negative
weak;faint;"adj stemmed1=n";negative
strong;fainthearted;"adj stemmed1=n";negative
weak;fair;"adj stemmed1=n";positive
weak;fair;"noun stemmed1=n";positive
weak;fairly;"adverb stemmed1=n";positive
weak;fairness;"adj stemmed1=n";positive
weak;fairness;"noun stemmed1=n";positive
strong;faith;"adj stemmed1=n";positive
strong;faith;"noun stemmed1=n";positive
strong;faithful;"adj stemmed1=n";positive
strong;faithful;"noun stemmed1=n";positive
strong;faithfully;"anypos stemmed1=n";positive
strong;faithfulness;"noun stemmed1=n";positive
strong;faithless;"adj stemmed1=n";negative
strong;fake;"adj stemmed1=n";negative
weak;fall;"verb stemmed1=y";negative
strong;fallacies;"adj stemmed1=n";negative
strong;fallacies;"noun stemmed1=n";negative
strong;fallacious;"adj stemmed1=n";negative
strong;fallaciously;"adverb stemmed1=n";negative
strong;fallaciousness;"noun stemmed1=n";negative
strong;fallacy;"noun stemmed1=n";negative
strong;fallout;"noun stemmed1=n";negative
strong;false;"adj stemmed1=n";negative
strong;false;"anypos stemmed1=n";negative
strong;falsehood;"noun stemmed1=n";negative
strong;falsely;"anypos stemmed1=n";negative
strong;falsify;"verb stemmed1=y";negative
strong;falter;"verb stemmed1=y";negative
weak;famed;"adj stemmed1=n";positive
weak;familiar;"adj stemmed1=n";neutral
weak;familiar;"anypos stemmed1=y";neutral
strong;fame;"noun stemmed1=n";positive
strong;famed;"adj stemmed1=n";positive
strong;famine;"noun stemmed1=n";negative
strong;famished;"adj stemmed1=n";negative
weak;famous;"adj stemmed1=n";positive
strong;famously;"adj stemmed1=n";positive
strong;fanatic;"noun stemmed1=n";negative
strong;fanatical;"adj stemmed1=n";negative
strong;fanatically;"anypos stemmed1=n";negative
strong;fanaticism;"noun stemmed1=n";negative
strong;fanatics;"noun stemmed1=n";negative
strong;fanciful;"adj stemmed1=n";negative
strong;fancy;"adj stemmed1=n";positive
strong;fancy;"verb stemmed1=y";positive
strong;fanfare;"adj stemmed1=n";positive
strong;fanfare;"noun stemmed1=n";positive
strong;fantastic;"anypos stemmed1=n";positive
strong;fantastically;"anypos stemmed1=n";positive
strong;fantasy;"adj stemmed1=n";positive
strong;fantasy;"noun stemmed1=n";positive
strong;far-fetched;"adj stemmed1=n";negative
weak;far-reaching;"adj stemmed1=n";neutral
strong;farfetched;"adj stemmed1=n";negative
strong;farce;"noun stemmed1=n";negative
strong;farcical;"anypos stemmed1=n";negative
strong;farcical-yet-provocative;"adj stemmed1=n";negative
strong;farcically;"anypos stemmed1=n";negative
weak;farsighted;"adj stemmed1=n";positive
strong;fascinate;"verb stemmed1=y";positive
strong;fascinating;"anypos stemmed1=n";positive
strong;fascinatingly;"anypos stemmed1=n";positive
strong;fascination;"anypos stemmed1=n";positive
strong;fascism;"adj stemmed1=n";negative
strong;fascism;"noun stemmed1=n";negative
strong;fascist;"anypos stemmed1=n";negative
strong;fashionable;"adj stemmed1=n";positive
strong;fashionably;"adverb stemmed1=n";positive
weak;fast;"adj stemmed1=n";neutral
weak;fast-growing;"adj stemmed1=n";positive
weak;fast-paced;"adj stemmed1=n";positive
weak;fastest-growing;"adj stemmed1=n";positive
strong;fastidious;"adj stemmed1=n";negative
strong;fastidiously;"adverb stemmed1=n";negative
strong;fastuous;"adj stemmed1=n";negative
weak;fat;"adj stemmed1=n";negative
weak;fatal;"adj stemmed1=n";negative
strong;fatalistic;"adj stemmed1=n";negative
strong;fatalistically;"adverb stemmed1=n";negative
weak;fatally;"adverb stemmed1=n";negative
